Timestamp,Joint 1 Angle,Joint 2 Angle,Joint 3 Angle,Joint 4 Angle,Joint 5 Angle,Joint 6 Angle,Joint 7 Angle,Joint 8 Angle,Joint 9 Angle,Joint 10 Angle,Joint 11 Angle,Joint 12 Angle,Desired Joint 1 Angle,Desired Joint 2 Angle,Desired Joint 3 Angle,Desired Joint 4 Angle,Desired Joint 5 Angle,Desired Joint 6 Angle,Desired Joint 7 Angle,Desired Joint 8 Angle,Desired Joint 9 Angle,Desired Joint 10 Angle,Desired Joint 11 Angle,Desired Joint 12 Angle
1101,0.09161980450153351,0.8219743967056274,-1.5694659948349,-0.09652476757764816,0.8114983439445496,-1.5585660934448242,0.09107480943202972,1.0066672563552856,-1.5523895025253296,-0.09137758612632751,0.9993401169776917,-1.5530757904052734,-0.0592939630150795,0.7813542485237122,-1.2593880891799927,0.0786978229880333,0.8021330237388611,-1.2789485454559326,-0.1388324499130249,0.9691823720932007,-1.3600443601608276,0.10161452740430832,0.8988431096076965,-1.373894453048706
1102,0.07660215348005295,0.82373046875,-1.5653482675552368,-0.07787380367517471,0.8130122423171997,-1.5543272495269775,0.06364336609840393,1.0056378841400146,-1.551339864730835,-0.07315051555633545,0.9942535161972046,-1.5525106191635132,-0.029386453330516815,0.8007904291152954,-1.3223612308502197,0.06690063327550888,0.8451328873634338,-1.2909666299819946,-0.09756030887365341,0.9372773766517639,-1.3850969076156616,0.11106482893228531,0.9043329954147339,-1.3815891742706299
1103,0.07635992765426636,0.8220349550247192,-1.5673264265060425,-0.07708659023046494,0.8152527809143066,-1.5556191205978394,0.06340114772319794,1.0002484321594238,-1.5515820980072021,-0.07302939891815186,0.9904385805130005,-1.5521472692489624,-0.054408960044384,0.7952888607978821,-1.3443286418914795,0.05699751526117325,0.8404548764228821,-1.3051599264144897,-0.06533511728048325,0.9239259958267212,-1.3919575214385986,0.0752079114317894,0.895489513874054,-1.4085317850112915
1104,0.07375606149435043,0.8200365900993347,-1.5672457218170166,-0.07278718054294586,0.8137994408607483,-1.5550942420959473,0.06273504346609116,0.9961307048797607,-1.547545075416565,-0.07030442357063293,0.9844436049461365,-1.5492002964019775,-0.03166430443525314,0.8064866662025452,-1.3469222784042358,0.05626633018255234,0.8505604267120361,-1.3075140714645386,-0.05476272851228714,0.9383902549743652,-1.3746532201766968,0.06612951308488846,0.9009303450584412,-1.4136985540390015
1105,0.07793436199426651,0.8197944164276123,-1.5672457218170166,-0.07345328480005264,0.8136783242225647,-1.555053949356079,0.06340114772319794,0.9947985410690308,-1.5447999238967896,-0.0712127536535263,0.9815369844436646,-1.5463340282440186,-0.01598244160413742,0.8313954472541809,-1.3386276960372925,0.059778161346912384,0.8501399755477905,-1.2978515625,-0.08829664438962936,0.9574639797210693,-1.3446691036224365,0.04772672802209854,0.9052426218986511,-1.3874212503433228
1106,0.07920601963996887,0.8211871385574341,-1.5673668384552002,-0.07302939891815186,0.8136177659034729,-1.555134654045105,0.06182671710848808,0.9964334964752197,-1.5441540479660034,-0.07321106642484665,0.9810525178909302,-1.5460110902786255,-0.017046920955181122,0.8018289804458618,-1.3252094984054565,0.05275570601224899,0.8493822813034058,-1.3061963319778442,-0.07393705099821091,0.9329150915145874,-1.3287179470062256,0.062389619648456573,0.9118024706840515,-1.400117039680481
1107,0.07944823801517487,0.8202788233757019,-1.5673264265060425,-0.07387717068195343,0.8137994408607483,-1.5554980039596558,0.06255337595939636,0.9954646229743958,-1.5441943407058716,-0.07442216575145721,0.9821425080299377,-1.546535849571228,-0.023906029760837555,0.8046565651893616,-1.345421314239502,0.058789826929569244,0.8479009866714478,-1.3108993768692017,-0.06765780597925186,0.938716471195221,-1.3430203199386597,0.06496784836053848,0.908534824848175,-1.3925832509994507
1108,0.07932712882757187,0.8201577067375183,-1.567528247833252,-0.07284773886203766,0.8128911256790161,-1.5554980039596558,0.06255337595939636,0.995404064655304,-1.5442347526550293,-0.07417994737625122,0.9807497262954712,-1.5464147329330444,-0.021859504282474518,0.801149845123291,-1.3472756147384644,0.0603039488196373,0.843048095703125,-1.3142338991165161,-0.07367231696844101,0.9349589943885803,-1.3437224626541138,0.05542435497045517,0.9036394953727722,-1.3947205543518066
1109,0.07920601963996887,0.8192493915557861,-1.567447543144226,-0.07193940877914429,0.8117405772209167,-1.5554980039596558,0.062129490077495575,0.9943140745162964,-1.544073224067688,-0.07363495230674744,0.9793570041656494,-1.5462936162948608,-0.025723136961460114,0.8022826313972473,-1.3493835926055908,0.05849463492631912,0.8399577736854553,-1.31363844871521,-0.07162880152463913,0.9346591234207153,-1.3450696468353271,0.056539662182331085,0.9041637778282166,-1.3926678895950317
1110,0.0784793570637703,0.819007158279419,-1.5674879550933838,-0.07193940877914429,0.8115589022636414,-1.5554980039596558,0.061766162514686584,0.9938901662826538,-1.5439118146896362,-0.07363495230674744,0.9792964458465576,-1.546212911605835,-0.0282435342669487,0.8052067160606384,-1.3488764762878418,0.05861344188451767,0.8401006460189819,-1.3166923522949219,-0.074026919901371,0.9351471066474915,-1.3382703065872192,0.05548807233572006,0.9030747413635254,-1.386918544769287
1111,0.07872157543897629,0.8192493915557861,-1.567528247833252,-0.07212107628583908,0.8118011355400085,-1.5555384159088135,0.06194782629609108,0.9940112829208374,-1.5439118146896362,-0.07369551062583923,0.9794175028800964,-1.5461724996566772,-0.027329765260219574,0.8097005486488342,-1.3493552207946777,0.06133187562227249,0.8417904376983643,-1.319409966468811,-0.07543154805898666,0.9382308721542358,-1.3344049453735352,0.05338001996278763,0.9019324779510498,-1.3804079294204712
1112,0.07884268462657928,0.8194310665130615,-1.5675686597824097,-0.07242385298013687,0.8120433688163757,-1.555659532546997,0.06219004467129707,0.9939507246017456,-1.5439118146896362,-0.07393772900104523,0.97953861951828,-1.5461724996566772,-0.029297687113285065,0.8064292669296265,-1.3488962650299072,0.0609949454665184,0.8444244861602783,-1.3232749700546265,-0.07407962530851364,0.9363418817520142,-1.3304002285003662,0.054673679172992706,0.9021216630935669,-1.3807668685913086
1113,0.07853991538286209,0.8191888332366943,-1.5675686597824097,-0.07236329466104507,0.8120433688163757,-1.5556998252868652,0.06225059926509857,0.993769109249115,-1.5437906980514526,-0.07381661981344223,0.97953861951828,-1.5461724996566772,-0.03091076761484146,0.8043299317359924,-1.349969506263733,0.06147269159555435,0.8446319699287415,-1.3266174793243408,-0.07307953387498856,0.9348524212837219,-1.3294426202774048,0.05380883067846298,0.9004567861557007,-1.3799834251403809
1114,0.07799491286277771,0.819007158279419,-1.567528247833252,-0.07218162715435028,0.8119222521781921,-1.555659532546997,0.06206893548369408,0.9935874342918396,-1.543669581413269,-0.07375606149435043,0.9794780611991882,-1.546132206916809,-0.031038634479045868,0.804987907409668,-1.3506983518600464,0.0622720941901207,0.8439010381698608,-1.3287657499313354,-0.07391487807035446,0.9341525435447693,-1.3279871940612793,0.0524224117398262,0.8994225263595581,-1.3787015676498413
1115,0.07775269448757172,0.8189465999603271,-1.5676089525222778,-0.07212107628583908,0.8119222521781921,-1.5556998252868652,0.06188727170228958,0.993466317653656,-1.5432658195495605,-0.07375606149435043,0.9793570041656494,-1.5460917949676514,-0.03275381773710251,0.8053598999977112,-1.3512673377990723,0.06246749311685562,0.8432268500328064,-1.330368995666504,-0.07390136271715164,0.9331476092338562,-1.3254355192184448,0.05224820226430893,0.8990235328674316,-1.3773831129074097
1116,0.07787380367517471,0.8190677165985107,-1.5675686597824097,-0.07236329466104507,0.8119222521781921,-1.555740237236023,0.06188727170228958,0.9934057593345642,-1.5431851148605347,-0.07393772900104523,0.9792964458465576,-1.5460513830184937,-0.03359099477529526,0.805690348148346,-1.3522285223007202,0.06295671314001083,0.8436112999916077,-1.3316800594329834,-0.07434069365262985,0.9329980611801147,-1.3222304582595825,0.05152951925992966,0.8985121250152588,-1.3759312629699707
